iter	Passed	Remaining
174	115	542
175	115	542
176	116	541
177	116	539
178	117	538
179	118	538
180	118	537
181	119	536
182	120	536
183	120	535
184	121	535
185	122	534
186	122	533
187	123	532
188	123	531
189	124	530
190	125	529
191	125	528
192	126	528
193	127	527
194	127	528
195	128	528
196	129	527
197	130	527
198	130	527
199	131	526
200	132	525
201	132	524
202	133	523
203	134	522
204	134	522
205	135	520
206	135	520
207	136	519
208	136	518
209	137	517
210	138	516
211	138	515
212	139	514
213	139	513
214	140	512
215	141	512
216	141	511
217	142	510
218	142	509
219	143	509
220	144	508
221	145	508
222	145	507
223	146	506
224	146	505
225	147	505
226	148	504
227	148	503
228	149	502
229	149	501
230	150	500
231	151	500
232	151	499
233	152	498
234	152	497
235	153	497
236	154	496
237	154	495
238	155	494
239	155	493
240	156	493
241	157	492
242	157	491
243	158	490
244	158	489
245	159	488
246	160	488
247	160	486
248	161	485
249	161	485
250	162	484
251	162	483
252	163	482
253	164	482
254	164	481
255	165	480
256	165	479
257	166	478
258	167	477
259	167	477
260	168	476
261	168	475
262	169	474
263	170	474
264	170	473
265	171	473
266	172	472
267	172	472
268	173	471
269	174	470
270	174	469
271	175	468
272	175	468
273	176	467
274	177	466
275	177	465
276	178	465
277	178	464
278	179	464
279	180	463
280	180	462
281	181	461
282	182	461
283	182	459
284	183	459
285	183	459
286	184	458
287	185	457
288	185	457
289	186	456
290	187	455
291	187	455
292	188	454
293	188	453
294	189	452
295	190	452
296	190	451
297	191	450
298	191	449
299	192	449
300	193	448
301	193	447
302	194	446
303	194	446
304	195	445
305	196	444
306	196	443
307	197	442
308	197	442
309	198	441
310	198	440
311	199	440
312	200	439
313	201	439
314	201	438
315	202	437
316	202	436
317	203	436
318	204	435
319	204	434
320	205	434
321	205	433
322	206	432
323	207	432
324	207	431
325	208	430
326	208	430
327	209	429
328	210	428
329	211	428
330	211	427
331	212	426
332	212	426
333	213	425
334	214	425
335	214	424
336	215	423
337	215	422
338	216	421
339	216	421
340	217	420
341	218	419
342	218	418
343	219	418
344	220	417
345	220	417
346	221	416
347	222	416
348	222	415
349	223	414
350	224	414
351	224	413
352	225	412
353	225	412
354	226	411
355	227	410
356	227	410
357	228	409
358	229	408
359	229	408
360	230	407
361	231	407
362	231	406
363	232	406
364	233	405
365	233	404
366	234	404
367	234	403
368	235	402
369	236	402
370	236	401
371	237	401
372	238	400
373	238	399
374	239	399
375	240	398
376	240	397
377	241	397
378	241	396
379	242	395
380	243	395
381	243	394
382	244	394
383	245	393
384	245	392
385	246	392
386	247	391
387	247	390
388	248	390
389	248	389
390	249	388
391	250	387
392	250	387
393	251	386
394	251	385
395	252	385
396	253	384
397	253	383
398	254	383
399	254	381
400	255	381
401	255	380
402	256	379
403	256	379
404	257	378
405	258	378
406	259	377
407	260	377
408	260	376
409	261	376
410	262	375
411	262	374
412	263	374
413	263	373
414	264	372
415	265	372
416	265	371
417	266	370
418	267	370
419	267	369
420	268	368
421	268	368
422	269	367
423	269	366
424	270	366
425	271	365
426	272	365
427	272	364
428	273	364
429	274	363
430	274	362
431	275	362
432	276	361
433	276	360
434	277	360
435	277	359
436	278	358
437	278	357
438	279	356
439	279	356
440	280	355
441	281	354
442	281	354
443	282	353
444	283	353
445	283	352
446	284	351
447	284	351
448	285	350
449	286	349
450	286	349
451	287	348
452	287	347
453	288	346
454	289	346
455	289	345
456	289	344
457	290	343
458	291	343
459	291	342
460	292	341
461	292	340
462	293	340
463	293	339
464	294	338
465	295	338
466	295	337
467	296	336
468	296	336
469	297	335
470	298	334
471	298	334
472	299	333
473	299	332
474	300	332
475	301	331
476	302	331
477	302	330
478	303	329
479	303	329
480	304	328
481	304	327
482	305	326
483	306	326
484	306	325
485	307	324
486	307	324
487	308	323
488	308	322
489	309	322
490	310	321
491	310	320
492	311	320
493	311	319
494	312	318
495	313	318
496	313	317
497	314	316
498	315	316
499	315	315
500	316	315
501	317	314
502	317	313
503	318	312
504	318	312
505	319	311
506	319	310
507	320	310
508	320	309
509	321	308
510	322	308
511	322	307
512	323	307
513	324	306
514	324	305
515	325	305
516	325	304
517	326	303
518	327	303
519	327	302
520	328	301
521	328	301
522	329	300
523	330	299
524	330	299
525	331	298
526	331	297
527	332	297
528	333	296
529	333	295
530	334	295
531	334	294
532	335	294
533	336	293
534	336	292
535	337	292
536	337	291
537	338	290
538	339	290
539	339	289
540	340	288
541	340	288
542	341	287
543	342	286
544	342	286
545	343	285
546	343	284
547	344	284
548	345	283
549	346	283
550	346	282
551	347	281
552	348	281
553	348	280
554	349	280
555	349	279
556	350	278
557	351	278
558	351	277
559	352	276
560	352	276
561	353	275
562	354	274
563	354	274
564	355	273
565	356	273
566	356	272
567	357	271
568	358	271
569	358	270
570	359	270
571	359	269
572	360	268
573	361	268
574	361	267
575	362	266
576	363	266
577	363	265
578	364	264
579	364	264
580	365	263
581	366	262
582	366	262
583	367	261
584	367	261
585	368	260
586	369	259
587	369	259
588	370	258
589	370	257
590	371	256
591	371	256
592	372	255
593	373	255
594	373	254
595	374	253
596	374	253
597	375	252
598	376	251
599	376	251
600	377	250
601	378	249
602	378	249
603	379	248
604	379	248
605	380	247
606	381	246
607	381	246
608	382	245
609	383	244
610	383	244
611	384	243
612	384	242
613	385	242
614	386	241
615	386	241
616	387	240
617	388	239
618	389	239
619	389	238
620	390	238
621	391	237
622	391	237
623	392	236
624	392	235
625	393	235
626	394	234
627	394	233
628	395	233
629	396	232
630	396	232
631	397	231
632	398	230
633	398	230
634	399	229
635	399	228
636	400	228
637	401	227
638	401	226
639	402	226
640	402	225
641	403	225
642	404	224
643	404	223
644	405	223
645	406	222
646	406	221
647	407	221
648	408	220
649	408	220
650	409	219
651	409	218
652	410	218
653	411	217
654	411	216
655	412	216
656	412	215
657	413	214
658	414	214
659	414	213
660	415	212
661	415	212
662	416	211
663	417	211
664	418	210
665	418	210
666	419	209
667	420	208
668	420	208
669	421	207
670	422	207
671	422	206
672	423	205
673	424	205
674	425	204
675	426	204
676	426	203
677	427	202
678	427	202
679	428	201
680	429	201
681	430	200
682	430	199
683	431	199
684	432	198
685	432	198
686	433	197
687	434	196
688	434	196
689	435	195
690	436	195
691	437	194
692	437	193
693	438	193
694	439	192
695	439	192
696	440	191
697	441	190
698	442	190
699	442	189
700	443	189
701	444	188
702	444	187
703	445	187
704	446	186
705	447	186
706	447	185
707	448	184
708	449	184
709	449	183
710	450	183
711	450	182
712	451	181
713	452	181
714	452	180
715	453	179
716	453	179
717	454	178
718	455	177
719	455	177
720	456	176
721	457	175
722	457	175
723	458	174
724	459	174
725	459	173
726	460	172
727	460	172
728	461	171
729	462	170
730	462	170
731	463	169
732	463	168
733	464	168
734	465	167
735	465	167
736	466	166
737	466	165
738	467	165
739	468	164
740	468	163
741	469	163
742	469	162
743	470	161
744	471	161
745	471	160
746	472	160
747	473	159
748	473	158
749	474	158
750	475	157
751	475	156
752	476	156
753	477	155
754	478	155
755	478	154
756	479	153
757	480	153
758	480	152
759	481	152
760	482	151
761	482	150
762	483	150
763	484	149
764	484	148
765	485	148
766	486	147
767	486	147
768	487	146
769	488	145
770	489	145
771	489	144
772	490	143
773	491	143
774	491	142
775	492	142
776	493	141
777	493	140
778	494	140
779	495	139
780	495	139
781	496	138
782	497	137
783	498	137
784	498	136
785	499	135
786	500	135
787	501	134
788	501	134
789	502	133
790	503	132
791	503	132
792	504	131
793	505	131
794	505	130
795	506	129
796	507	129
797	508	128
798	508	127
799	509	127
800	510	126
801	511	126
802	511	125
803	512	124
804	513	124
805	513	123
806	514	123
807	515	122
808	516	121
809	516	121
810	517	120
811	518	120
812	519	119
813	519	118
814	520	118
815	521	117
816	522	116
817	522	116
818	523	115
819	524	115
820	525	114
821	526	113
822	526	113
823	527	112
824	528	112
825	528	111
826	529	110
827	530	110
828	530	109
829	531	108
830	532	108
831	533	107
832	534	107
833	534	106
834	535	105
835	536	105
836	537	104
837	537	103
838	538	103
839	539	102
840	539	102
841	540	101
842	541	100
843	541	100
844	542	99
845	543	98
846	544	98
847	544	97
848	545	96
849	546	96
850	546	95
851	547	95
852	548	94
853	548	93
854	549	93
855	550	92
856	550	91
857	551	91
858	552	90
859	553	90
860	553	89
861	554	88
862	555	88
863	556	87
864	556	86
865	557	86
866	558	85
867	558	85
868	559	84
869	560	83
870	560	83
871	561	82
872	562	81
873	563	81
874	563	80
875	564	79
876	565	79
877	565	78
878	566	77
879	567	77
880	567	76
881	568	76
882	569	75
883	569	74
884	570	74
885	571	73
886	571	72
887	572	72
888	573	71
889	574	70
890	574	70
891	575	69
892	576	69
893	576	68
894	577	67
895	578	67
896	578	66
897	579	65
898	580	65
899	581	64
900	582	63
901	582	63
902	583	62
903	584	62
904	584	61
905	585	60
906	586	60
907	586	59
908	587	58
909	587	58
910	588	57
911	589	56
912	589	56
913	590	55
914	591	54
915	591	54
916	592	53
917	593	52
918	594	52
919	594	51
920	595	51
921	596	50
922	596	49
923	597	49
924	598	48
925	599	47
926	599	47
927	600	46
928	601	45
929	601	45
930	602	44
931	603	44
932	603	43
933	604	42
934	605	42
935	605	41
936	606	40
937	607	40
938	607	39
939	608	38
940	608	38
941	609	37
942	609	36
943	610	36
944	611	35
945	611	34
946	612	34
947	612	33
948	613	32
949	614	32
950	614	31
951	615	31
952	615	30
953	616	29
954	616	29
955	617	28
956	618	27
957	618	27
958	619	26
959	619	25
960	620	25
961	621	24
962	621	23
963	622	23
964	622	22
965	623	21
966	624	21
967	624	20
968	625	20
969	626	19
970	626	18
971	627	18
972	627	17
973	628	16
974	629	16
975	629	15
976	630	14
977	631	14
978	631	13
979	632	12
980	632	12
981	633	11
982	634	10
983	634	10
984	635	9
985	635	9
986	636	8
987	637	7
988	637	7
989	638	6
990	639	5
991	640	5
992	640	4
993	641	3
994	642	3
995	643	2
996	643	1
997	644	1
998	645	0
999	645	0
