iter	RMSE
174	6.881934406
175	6.86714326
176	6.850665403
177	6.835958597
178	6.81954655
179	6.804314644
180	6.787993889
181	6.771722265
182	6.75698966
183	6.741733813
184	6.72451121
185	6.708515286
186	6.693512675
187	6.68012534
188	6.664638425
189	6.650312004
190	6.637055775
191	6.622853764
192	6.608663555
193	6.595101008
194	6.583402555
195	6.56942958
196	6.553438175
197	6.539261011
198	6.525279388
199	6.509854903
200	6.497658493
201	6.486766523
202	6.473387056
203	6.461268097
204	6.448874715
205	6.436253125
206	6.420640969
207	6.409508111
208	6.397042834
209	6.384871138
210	6.374127927
211	6.364047699
212	6.35223299
213	6.340873961
214	6.330463105
215	6.319686633
216	6.309137043
217	6.297500676
218	6.287846812
219	6.276137523
220	6.266480417
221	6.256354024
222	6.246507812
223	6.235543102
224	6.226452839
225	6.216393922
226	6.205389832
227	6.193795749
228	6.18225353
229	6.172723133
230	6.164089461
231	6.154236861
232	6.145778081
233	6.13506209
234	6.127120087
235	6.116909578
236	6.109780323
237	6.101721017
238	6.093562175
239	6.086101149
240	6.076822951
241	6.066926484
242	6.058447943
243	6.049118725
244	6.039845846
245	6.032508518
246	6.024841362
247	6.017909335
248	6.008974234
249	6.000199195
250	5.99127224
251	5.984741945
252	5.976620671
253	5.967802187
254	5.959179667
255	5.951355616
256	5.943336489
257	5.93601943
258	5.92753974
259	5.920291434
260	5.913717217
261	5.905937385
262	5.89981373
263	5.892739853
264	5.887610528
265	5.880577713
266	5.872616615
267	5.865568522
268	5.857684106
269	5.851043876
270	5.845674918
271	5.838090103
272	5.831785402
273	5.825415468
274	5.819702499
275	5.813717581
276	5.80734145
277	5.801231816
278	5.795856469
279	5.789202275
280	5.7838257
281	5.778405392
282	5.771861221
283	5.768292624
284	5.762118796
285	5.756214367
286	5.75117192
287	5.745157583
288	5.739498699
289	5.733446768
290	5.728070056
291	5.722344059
292	5.71683828
293	5.713124509
294	5.707825959
295	5.703434869
296	5.698257682
297	5.692924678
298	5.689028294
299	5.683286887
300	5.67930169
301	5.672214524
302	5.666052134
303	5.6606443
304	5.656183931
305	5.651771846
306	5.647182426
307	5.64187899
308	5.637413104
309	5.633525874
310	5.628561266
311	5.62181738
312	5.616685748
313	5.61137188
314	5.607182813
315	5.602167951
316	5.598622314
317	5.593163045
318	5.58889792
319	5.584604295
320	5.581288778
321	5.575055816
322	5.570817322
323	5.566322269
324	5.562203841
325	5.557743049
326	5.552923239
327	5.548871752
328	5.544417801
329	5.539863208
330	5.536228563
331	5.533574497
332	5.52929447
333	5.525728288
334	5.522147514
335	5.51736387
336	5.512996733
337	5.509842898
338	5.507074594
339	5.503101988
340	5.499742955
341	5.496898462
342	5.494007968
343	5.490077599
344	5.487441046
345	5.484156322
346	5.479474818
347	5.476876975
348	5.472582266
349	5.46864619
350	5.464834107
351	5.460482726
352	5.457799829
353	5.453375611
354	5.449722844
355	5.446478163
356	5.442942886
357	5.440322845
358	5.437083151
359	5.433781287
360	5.430723389
361	5.427280468
362	5.422729584
363	5.419844402
364	5.417026231
365	5.413382538
366	5.410982416
367	5.407340492
368	5.404016498
369	5.401243801
370	5.398466362
371	5.394640766
372	5.392742319
373	5.390026332
374	5.387799925
375	5.384591304
376	5.38117942
377	5.377332298
378	5.375063857
379	5.373053606
380	5.371024037
381	5.368132138
382	5.366240658
383	5.363805821
384	5.362011194
385	5.359883025
386	5.357489026
387	5.354503844
388	5.352595179
389	5.350495109
390	5.347900733
391	5.345483521
392	5.34306427
393	5.341001848
394	5.338413493
395	5.336520835
396	5.334791035
397	5.331841748
398	5.328051709
399	5.326948071
400	5.324581607
401	5.322204035
402	5.318993114
403	5.316591059
404	5.314392859
405	5.312361624
406	5.310272573
407	5.306835043
408	5.304425738
409	5.301254435
410	5.299277765
411	5.297266136
412	5.293987098
413	5.291376391
414	5.289527633
415	5.286746061
416	5.284071513
417	5.281865442
418	5.280188688
419	5.278704199
420	5.276232982
421	5.274328077
422	5.27208325
423	5.270166118
424	5.267830527
425	5.264719943
426	5.2629001
427	5.260544402
428	5.257929825
429	5.255248523
430	5.252128532
431	5.249456445
432	5.246174357
433	5.24390606
434	5.241498488
435	5.240658918
436	5.238008133
437	5.235761326
438	5.233267786
439	5.231591558
440	5.229324133
441	5.226696734
442	5.224278897
443	5.221351377
444	5.21973777
445	5.217605953
446	5.215061161
447	5.213070864
448	5.211934241
449	5.209960362
450	5.206852252
451	5.205684034
452	5.203953513
453	5.201610042
454	5.19969812
455	5.199104852
456	5.19767688
457	5.195818202
458	5.194706274
459	5.192821341
460	5.190446261
461	5.188554351
462	5.185891457
463	5.183638625
464	5.181970674
465	5.180421329
466	5.179148378
467	5.178424691
468	5.176816157
469	5.17378272
470	5.172574739
471	5.170407103
472	5.168318581
473	5.166573945
474	5.164855787
475	5.163932505
476	5.162211043
477	5.160150607
478	5.158519204
479	5.156064689
480	5.155176578
481	5.153736713
482	5.152597225
483	5.150701341
484	5.149985557
485	5.148705902
486	5.147467251
487	5.146172382
488	5.145330679
489	5.143974093
490	5.142549019
491	5.14107944
492	5.13978628
493	5.138760255
494	5.136673481
495	5.135014975
496	5.133260349
497	5.131075216
498	5.129328572
499	5.127427767
500	5.125948138
501	5.124844242
502	5.124316578
503	5.123081341
504	5.121517487
505	5.119873378
506	5.118158961
507	5.116109305
508	5.114640675
509	5.112892216
510	5.111527449
511	5.110235366
512	5.108287055
513	5.107221899
514	5.105709888
515	5.103846834
516	5.102407594
517	5.100829119
518	5.099005902
519	5.097229324
520	5.095700782
521	5.092962263
522	5.092248165
523	5.091009885
524	5.089461682
525	5.08768785
526	5.085659883
527	5.083239072
528	5.081766657
529	5.080723558
530	5.07916265
531	5.078001986
532	5.076475408
533	5.073920387
534	5.072785192
535	5.071298052
536	5.069063289
537	5.066497836
538	5.065404182
539	5.064305895
540	5.062454016
541	5.061585605
542	5.060446714
543	5.059138699
544	5.056811245
545	5.055263207
546	5.053664057
547	5.052540032
548	5.05123022
549	5.050247862
550	5.04894092
551	5.047738703
552	5.045395364
553	5.043951589
554	5.042919474
555	5.041391313
556	5.039625418
557	5.037884085
558	5.036929867
559	5.035362758
560	5.034136661
561	5.032535989
562	5.030723668
563	5.029401949
564	5.02792965
565	5.027208453
566	5.026135937
567	5.025138174
568	5.023932773
569	5.022379071
570	5.020621866
571	5.018794342
572	5.016342513
573	5.015686211
574	5.014892645
575	5.013620434
576	5.013120344
577	5.012044837
578	5.010238155
579	5.009451143
580	5.007800547
581	5.006330319
582	5.005025969
583	5.00421114
584	5.003115803
585	5.002158996
586	5.000336816
587	4.999214094
588	4.998900749
589	4.997621832
590	4.996122831
591	4.99551379
592	4.994489082
593	4.993631872
594	4.992883793
595	4.99206913
596	4.991097596
597	4.989764135
598	4.988464801
599	4.986551473
600	4.98591655
601	4.984781905
602	4.983709025
603	4.982250699
604	4.981187302
605	4.979452033
606	4.978823271
607	4.977937887
608	4.975734592
609	4.974866034
610	4.973935423
611	4.972782485
612	4.971663819
613	4.970416279
614	4.969449655
615	4.968182075
616	4.966685221
617	4.964403801
618	4.963562505
619	4.962827237
620	4.961301257
621	4.960625391
622	4.95979694
623	4.957714102
624	4.956357484
625	4.95477391
626	4.952871121
627	4.951715463
628	4.950961355
629	4.950321328
630	4.949362422
631	4.948987731
632	4.948237326
633	4.94722414
634	4.946165904
635	4.945097885
636	4.943690311
637	4.942169949
638	4.940350453
639	4.940204226
640	4.93949071
641	4.937873477
642	4.93665242
643	4.935203495
644	4.934552215
645	4.933571976
646	4.932685549
647	4.93192663
648	4.930624962
649	4.929312028
650	4.928760749
651	4.928144927
652	4.92660888
653	4.92567718
654	4.924839433
655	4.922938563
656	4.921785761
657	4.920270597
658	4.919058915
659	4.918856763
660	4.917160787
661	4.916429081
662	4.915206042
663	4.914171078
664	4.91314631
665	4.911838133
666	4.910224665
667	4.909178009
668	4.908736818
669	4.907631694
670	4.906931355
671	4.90579603
672	4.904812872
673	4.90410185
674	4.902853119
675	4.901227851
676	4.900411456
677	4.899606081
678	4.897829027
679	4.896867607
680	4.895680738
681	4.894297872
682	4.893625925
683	4.892431778
684	4.891280846
685	4.890307393
686	4.88951788
687	4.888871762
688	4.887555903
689	4.886392513
690	4.884918816
691	4.882965164
692	4.881200272
693	4.879728718
694	4.879354567
695	4.878130983
696	4.877815474
697	4.876938406
698	4.876171411
699	4.874990067
700	4.873782877
701	4.872948349
702	4.872441544
703	4.871802986
704	4.870265909
705	4.869567131
706	4.868954576
707	4.867727527
708	4.866497817
709	4.86513885
710	4.864165555
711	4.862717758
712	4.860940159
713	4.860409131
714	4.858933019
715	4.857426692
716	4.855637239
717	4.854493956
718	4.85315855
719	4.85200622
720	4.850834885
721	4.84995891
722	4.849149167
723	4.848353788
724	4.847165918
725	4.846637329
726	4.845303932
727	4.844473751
728	4.844183473
729	4.843220678
730	4.842271297
731	4.84155369
732	4.840227547
733	4.839292366
734	4.838639259
735	4.837205875
736	4.836247202
737	4.835371513
738	4.834789472
739	4.833108142
740	4.832330563
741	4.831037591
742	4.829873462
743	4.828164575
744	4.826988678
745	4.825944797
746	4.824890544
747	4.82333443
748	4.822645868
749	4.821974805
750	4.820753053
751	4.820097123
752	4.818719593
753	4.817897558
754	4.81762806
755	4.816309648
756	4.815020614
757	4.814070567
758	4.812401549
759	4.811396877
760	4.811279689
761	4.810465184
762	4.809774454
763	4.808136533
764	4.806467528
765	4.805456276
766	4.804206162
767	4.803706977
768	4.802815624
769	4.801550007
770	4.80000889
771	4.799126527
772	4.798958054
773	4.798373236
774	4.797316697
775	4.796377172
776	4.794907973
777	4.794041588
778	4.792907319
779	4.79160289
780	4.790851977
781	4.789847696
782	4.788927153
783	4.787835691
784	4.78703769
785	4.786202919
786	4.785226596
787	4.784313995
788	4.782715646
789	4.782368266
790	4.781153941
791	4.77999754
792	4.778748166
793	4.777667756
794	4.77688021
795	4.774657362
796	4.773767669
797	4.772888372
798	4.771812928
799	4.771283446
800	4.770432609
801	4.769879829
802	4.768934117
803	4.768030031
804	4.766920545
805	4.76589048
806	4.764486221
807	4.763197836
808	4.762345989
809	4.761325482
810	4.760246997
811	4.759299181
812	4.758717271
813	4.757527559
814	4.756566646
815	4.755390377
816	4.754874964
817	4.754035174
818	4.75307672
819	4.752433996
820	4.750973216
821	4.749393785
822	4.748622234
823	4.747862991
824	4.747222934
825	4.747084023
826	4.745804016
827	4.744413476
828	4.742916183
829	4.741464384
830	4.741061192
831	4.739714546
832	4.738790836
833	4.738247735
834	4.737879314
835	4.737454825
836	4.736256905
837	4.735278325
838	4.734871049
839	4.73432138
840	4.733278768
841	4.731658682
842	4.731069018
843	4.729911826
844	4.728900586
845	4.727746641
846	4.726352633
847	4.725014663
848	4.724111102
849	4.722634762
850	4.72154903
851	4.72086164
852	4.719560402
853	4.718740951
854	4.717600043
855	4.716228115
856	4.714826978
857	4.713476699
858	4.712358772
859	4.711780792
860	4.711013269
861	4.710508075
862	4.70980343
863	4.709138522
864	4.708573251
865	4.707796679
866	4.706376811
867	4.705797254
868	4.705357569
869	4.704628919
870	4.704010252
871	4.703272889
872	4.702235094
873	4.701486862
874	4.700432714
875	4.699330172
876	4.699020474
877	4.697989691
878	4.697893439
879	4.69781273
880	4.696870065
881	4.695761936
882	4.694619374
883	4.693570384
884	4.692437152
885	4.691782608
886	4.690534462
887	4.689864195
888	4.688361752
889	4.687398551
890	4.686687227
891	4.685772425
892	4.685373539
893	4.684480486
894	4.683281542
895	4.68245382
896	4.681176032
897	4.680091713
898	4.679043088
899	4.678033551
900	4.67746705
901	4.676616087
902	4.675227369
903	4.674304133
904	4.672900364
905	4.671883618
906	4.671141925
907	4.670285434
908	4.669253805
909	4.668398473
910	4.667371244
911	4.666206071
912	4.66567687
913	4.665279198
914	4.663903157
915	4.663247943
916	4.662067422
917	4.661504155
918	4.660972321
919	4.660324064
920	4.659574525
921	4.659190111
922	4.657788344
923	4.656867715
924	4.655898889
925	4.654915838
926	4.654201304
927	4.653458897
928	4.652265737
929	4.651293672
930	4.650498186
931	4.64994048
932	4.649345765
933	4.648237393
934	4.647317012
935	4.646715298
936	4.645755373
937	4.644729505
938	4.643687358
939	4.642599654
940	4.64238942
941	4.641758269
942	4.641213359
943	4.640085465
944	4.638751159
945	4.638109002
946	4.6373594
947	4.636119894
948	4.634648141
949	4.633816226
950	4.633750485
951	4.633208091
952	4.633127125
953	4.632632545
954	4.631877333
955	4.631258162
956	4.629917763
957	4.629631888
958	4.629338628
959	4.628221313
960	4.627805559
961	4.626467667
962	4.625984065
963	4.624955354
964	4.623701878
965	4.62331212
966	4.622153804
967	4.621332525
968	4.620495479
969	4.620110505
970	4.619035321
971	4.617678832
972	4.617062533
973	4.61643604
974	4.615320311
975	4.614420085
976	4.613197045
977	4.612829867
978	4.612356678
979	4.610597176
980	4.609762175
981	4.608952434
982	4.607522552
983	4.606634596
984	4.605284003
985	4.604691941
986	4.602919582
987	4.602269358
988	4.601420662
989	4.601075016
990	4.599733281
991	4.598269198
992	4.59801682
993	4.596979148
994	4.596352186
995	4.595066153
996	4.593752234
997	4.59348679
998	4.593138484
999	4.591293509
