iter	RMSE
393	32.46603983
394	32.463346
395	32.45915635
396	32.45600281
397	32.45324035
398	32.45076573
399	32.44669064
400	32.44327835
401	32.44154164
402	32.43794412
403	32.43531528
404	32.43349089
405	32.43025582
406	32.42884277
407	32.42745798
408	32.4246576
409	32.42139837
410	32.41793367
411	32.41633225
412	32.41464417
413	32.41267992
414	32.41110192
415	32.40930461
416	32.40690178
417	32.40590883
418	32.404333
419	32.40124412
420	32.39926896
421	32.39617078
422	32.39466802
423	32.39252651
424	32.39107732
425	32.38825285
426	32.38523268
427	32.38268017
428	32.38025205
429	32.37740308
430	32.37535842
431	32.37225058
432	32.36991957
433	32.36837564
434	32.36711968
435	32.36497275
436	32.36386286
437	32.36166144
438	32.35965883
439	32.35826143
440	32.35644925
441	32.35338108
442	32.35153407
443	32.34859497
444	32.34629083
445	32.3438706
446	32.34147304
447	32.33922545
448	32.33819225
449	32.33578157
450	32.332856
451	32.33073885
452	32.32841881
453	32.32505605
454	32.32184536
455	32.31993737
456	32.3184379
457	32.31610384
458	32.3138379
459	32.31189134
460	32.309953
461	32.30867702
462	32.30656195
463	32.30525893
464	32.30385076
465	32.30290223
466	32.30167074
467	32.30055937
468	32.29809224
469	32.29614254
470	32.29348691
471	32.2908888
472	32.28933725
473	32.28754875
474	32.28520908
475	32.28284345
476	32.28132008
477	32.27909614
478	32.27755129
479	32.27553937
480	32.27333604
481	32.27173196
482	32.26941059
483	32.26779239
484	32.2662505
485	32.26519243
486	32.26409814
487	32.2619505
488	32.26004128
489	32.25836824
490	32.25695003
491	32.25584823
492	32.25515886
493	32.25328271
494	32.2520051
495	32.25057817
496	32.249074
497	32.24773616
498	32.24713606
499	32.24551507
500	32.24383155
501	32.24234186
502	32.24103979
503	32.23913918
504	32.23819512
505	32.23657077
506	32.23503855
507	32.23359841
508	32.23180513
509	32.2306616
510	32.22939172
511	32.22695507
512	32.22537645
513	32.22401171
514	32.22222139
515	32.22134758
516	32.2198067
517	32.21773565
518	32.21702819
519	32.21523663
520	32.21373593
521	32.21217295
522	32.21023399
523	32.20947215
524	32.20762924
525	32.20615502
526	32.20447947
527	32.20304056
528	32.20185856
529	32.2010605
530	32.19938365
531	32.19864948
532	32.19718014
533	32.19598429
534	32.1948437
535	32.19321399
536	32.19241191
537	32.1911356
538	32.18980452
539	32.1882708
540	32.18696172
541	32.18611771
542	32.18516677
543	32.18356351
544	32.18226232
545	32.18136496
546	32.18060797
547	32.17916647
548	32.17805709
549	32.17632787
550	32.17469365
551	32.17359039
552	32.172298
553	32.17113753
554	32.17050547
555	32.16924624
556	32.16808093
557	32.16694826
558	32.16528203
559	32.16370092
560	32.16267493
561	32.16178986
562	32.1601287
563	32.15916272
564	32.15783421
565	32.15680715
566	32.15576196
567	32.15411532
568	32.15272804
569	32.15204349
570	32.15110121
571	32.15005724
572	32.1491064
573	32.14821386
574	32.14726896
575	32.14661286
576	32.14533788
577	32.14435269
578	32.14349401
579	32.14282139
580	32.14179547
581	32.1404826
582	32.13955234
583	32.13846031
584	32.13717493
585	32.1359744
586	32.13458954
587	32.13370986
588	32.13237656
589	32.13067714
590	32.1298473
591	32.1293388
592	32.12802476
593	32.12696086
594	32.12562522
595	32.12521506
596	32.12449482
597	32.12331175
598	32.12246967
599	32.12202527
600	32.12124206
601	32.12027051
602	32.11952733
603	32.11832774
604	32.11720481
605	32.11665857
606	32.11608855
607	32.11509278
608	32.11419559
609	32.1130947
610	32.11201852
611	32.11136333
612	32.11079326
613	32.11016385
614	32.10938792
615	32.10917415
616	32.10809533
617	32.1072967
618	32.1066384
619	32.10562133
620	32.10501013
621	32.10412822
622	32.1035706
623	32.10299221
624	32.10202908
625	32.10127054
626	32.10056609
627	32.09957238
628	32.0984514
629	32.09778352
630	32.09671223
631	32.0960574
632	32.0953968
633	32.09494983
634	32.09408116
635	32.09356202
636	32.09256941
637	32.09200641
638	32.09139977
639	32.09063942
640	32.08948097
641	32.08850445
642	32.08767816
643	32.08684785
644	32.08623807
645	32.08529299
646	32.08474165
647	32.08378482
648	32.08285713
649	32.08251314
650	32.08154978
651	32.08066764
652	32.08030935
653	32.07979581
654	32.07912327
655	32.07862644
656	32.0781454
657	32.07733532
658	32.07651623
659	32.07511574
660	32.07430246
661	32.07358086
662	32.07224917
663	32.07153566
664	32.07024517
665	32.06974706
666	32.06933535
667	32.06870714
668	32.06812525
669	32.06770863
670	32.06685621
671	32.06626713
672	32.06584065
673	32.06533841
674	32.06456639
675	32.06418345
676	32.06311417
677	32.06191471
678	32.06102774
679	32.06017788
680	32.05971638
681	32.058519
682	32.0573737
683	32.05690937
684	32.05638164
685	32.05583655
686	32.05533273
687	32.05481091
688	32.05427543
689	32.0534883
690	32.0530769
691	32.05247236
692	32.05173552
693	32.05144714
694	32.05076917
695	32.05017955
696	32.04969258
697	32.04909139
698	32.04854049
699	32.04797144
700	32.04758717
701	32.04696677
702	32.04644416
703	32.04589909
704	32.04493138
705	32.04444423
706	32.04392867
707	32.04368321
708	32.04322847
709	32.04249054
710	32.04181409
711	32.04118329
712	32.04048002
713	32.04001459
714	32.03966352
715	32.03932658
716	32.03899087
717	32.03873093
718	32.03799802
719	32.03775318
720	32.03735455
721	32.03681154
722	32.03609902
723	32.03534076
724	32.03478748
725	32.03406065
726	32.03367863
727	32.03330812
728	32.03280153
729	32.03211017
730	32.03149906
731	32.03102546
732	32.03057595
733	32.02975091
734	32.02930891
735	32.02884205
736	32.02836149
737	32.0280345
738	32.02779858
739	32.02753973
740	32.02662212
741	32.02618481
742	32.02579301
743	32.02536126
744	32.02470626
745	32.02434781
746	32.0235638
747	32.02325493
748	32.02267197
749	32.02191068
750	32.02170882
751	32.02112893
752	32.02083183
753	32.02031851
754	32.0199033
755	32.01962727
756	32.01922778
757	32.01896299
758	32.01855129
759	32.01815841
760	32.01784084
761	32.01741997
762	32.01727138
763	32.01685411
764	32.01658274
765	32.0161688
766	32.01591237
767	32.01565213
768	32.0153775
769	32.01486068
770	32.01442026
771	32.01392268
772	32.01333889
773	32.01284683
774	32.01238917
775	32.0115809
776	32.0113356
777	32.01096205
778	32.01029559
779	32.00993294
780	32.00964784
781	32.00947638
782	32.00889655
783	32.00848985
784	32.00808335
785	32.00785443
786	32.00708424
787	32.0067754
788	32.00620175
789	32.00567936
790	32.00542946
791	32.00517885
792	32.00485978
793	32.00462562
794	32.00429402
795	32.00396199
796	32.00353972
797	32.00304523
798	32.00288199
799	32.00257462
800	32.00212463
801	32.00180624
802	32.00131247
803	32.00080484
804	32.0006479
805	32.00013403
806	31.99975764
807	31.99925768
808	31.99909498
809	31.99841273
810	31.9980289
811	31.99722012
812	31.99700221
813	31.99669979
814	31.9962687
815	31.99585396
816	31.99564209
817	31.99536496
818	31.99503914
819	31.99454746
820	31.99426572
821	31.99392784
822	31.99377168
823	31.99345961
824	31.99308888
825	31.9926574
826	31.99227091
827	31.99198855
828	31.99175244
829	31.9913312
830	31.99092601
831	31.99074499
832	31.99053317
833	31.98998109
834	31.98962431
835	31.9892663
836	31.9889474
837	31.98855497
838	31.9881641
839	31.98784052
840	31.98742456
841	31.98722043
842	31.98688665
843	31.98651333
844	31.98624327
845	31.98594053
846	31.98562197
847	31.98525011
848	31.98497776
849	31.98455498
850	31.98430642
851	31.98401876
852	31.98365031
853	31.98338159
854	31.98299283
855	31.98252309
856	31.98202349
857	31.98177321
858	31.98163847
859	31.98147623
860	31.98130444
861	31.98099682
862	31.98074695
863	31.98045232
864	31.97997584
865	31.97962626
866	31.97950908
867	31.97919919
868	31.9786717
869	31.97842234
870	31.97814002
871	31.97770456
872	31.97752904
873	31.97720347
874	31.97687884
875	31.9764311
876	31.97610669
877	31.97591759
878	31.97575988
879	31.97546174
880	31.97512522
881	31.97479347
882	31.9744998
883	31.97434437
884	31.97399534
885	31.97389676
886	31.97360988
887	31.97338644
888	31.97326723
889	31.97303595
890	31.97272879
891	31.9726151
892	31.97242417
893	31.97226546
894	31.97204778
895	31.9719293
896	31.97161205
897	31.97133015
898	31.97106201
899	31.97077598
900	31.97046347
901	31.9701006
902	31.96981559
903	31.96965825
904	31.96955141
905	31.96948662
906	31.96920753
907	31.96900166
908	31.96863595
909	31.9683741
910	31.96822839
911	31.96792607
912	31.9675052
913	31.96716874
914	31.96702695
915	31.96688524
916	31.96666765
917	31.9665334
918	31.96629408
919	31.96608921
920	31.96591693
921	31.96567142
922	31.965507
923	31.9652797
924	31.96489852
925	31.9647419
926	31.96445888
927	31.96430968
928	31.96404527
929	31.96393777
930	31.96375848
931	31.96340723
932	31.96312763
933	31.9629988
934	31.96267808
935	31.96257125
936	31.96227714
937	31.96205385
938	31.96189107
939	31.96161872
940	31.96133977
941	31.96111821
942	31.9608212
943	31.96052081
944	31.9603254
945	31.96010461
946	31.95983252
947	31.95952406
948	31.95933818
949	31.95904144
950	31.95877967
951	31.95840487
952	31.95814786
953	31.95804516
954	31.95769271
955	31.95748727
956	31.95704707
957	31.95690972
958	31.95674783
959	31.95653251
960	31.95630193
961	31.95614417
962	31.95589835
963	31.95573938
964	31.95559877
965	31.95539313
966	31.95513144
967	31.95499329
968	31.95481004
969	31.95473451
970	31.95442113
971	31.95431811
972	31.95403938
973	31.95383995
974	31.95366403
975	31.95341317
976	31.95325847
977	31.95308989
978	31.95282451
979	31.95256693
980	31.95244093
981	31.95224214
982	31.95195276
983	31.95180394
984	31.95163002
985	31.95135025
986	31.95117008
987	31.95099388
988	31.95084388
989	31.9506485
990	31.95043327
991	31.95031187
992	31.95021257
993	31.94995178
994	31.94974584
995	31.94961578
996	31.94944366
997	31.94926943
998	31.94912013
999	31.94886151
